Party Name,Number of Diamonds,First Color of Diamond,Second Color of Diamond,Third Color of Diamond,Shape,Quantity,Date,Choice,Type
SanjayBhai,2,Green,White,White,Round,2,2024-05-23,yes,plain
AshishBhai,3,White,Pink,Ruby,Oval,6,2023-11-13,yes,plain
MRP MukeshBhai,4,Blue,Green,White,Flower,18,2024-10-18,yes,plain
RakeshBhai,5,Blue,White,Green,Heart,2,2024-07-23,yes,plain
SanjayBhai,3,White,Pink,Purple,Round,18,2024-11-09,yes,micro
Shiv VipulBhai,2,Ruby,Ruby,Purple,Heart,18,2024-12-02,no,plain
RakeshBhai,2,Green,Blue,Purple,Oval,6,2023-05-18,yes,plain
SanjayBhai,4,Purple,Green,Purple,Club,18,2023-07-21,yes,micro
MRP MukeshBhai,4,Green,Ruby,White,Club,14,2024-12-14,no,plain
VirajBhai,3,White,Blue,Blue,Square,14,2023-09-05,no,micro
Aditi Ornaments,6,Green,Blue,Pink,Heart,18,2023-06-10,yes,plain
VirajBhai,5,Pink,Pink,Blue,Heart,26,2024-04-21,yes,micro
RakeshBhai,2,Pink,Green,White,Square,2,2025-01-25,no,plain
SanjayBhai,5,Ruby,Purple,White,Diamond,18,2023-10-12,yes,micro
MRP MukeshBhai,3,White,Ruby,Blue,Round,26,2024-12-04,yes,plain
Shiv VipulBhai,2,Pink,Green,Blue,Heart,18,2025-02-03,yes,plain
Shiv VipulBhai,6,Ruby,White,Blue,Diamond,18,2023-06-11,yes,micro
Shiv VipulBhai,3,Ruby,White,White,Marquise,22,2025-02-12,yes,micro
AshishBhai,8,Purple,Green,Blue,Hexagon,22,2023-04-13,yes,micro
Aditi Ornaments,3,White,Pink,Green,Flower,2,2023-11-04,yes,micro
Shiv VipulBhai,2,Ruby,Pink,Pink,Club,14,2024-10-30,yes,micro
SanjayBhai,4,Purple,Ruby,White,Diamond,14,2024-05-04,yes,micro
Aditi Ornaments,3,Purple,Ruby,Ruby,Heart,6,2024-05-24,yes,micro
MRP MukeshBhai,2,Green,Purple,Blue,Square,18,2024-09-30,yes,micro
VirajBhai,3,White,Blue,Pink,Round,2,2023-06-17,yes,plain
VirajBhai,3,Blue,Green,Green,Oval,10,2023-03-24,yes,plain
AshishBhai,3,Pink,Blue,Pink,Round,22,2023-11-23,yes,micro
RakeshBhai,6,Blue,White,Pink,Club,22,2023-10-08,yes,plain
MRP MukeshBhai,8,Blue,Green,White,Flower,6,2025-01-04,no,plain
SanjayBhai,4,Purple,Pink,Purple,Heart,2,2024-09-03,yes,plain
SanjayBhai,1,White,Blue,Green,Round,2,2024-09-21,yes,plain
Shiv VipulBhai,6,Purple,Purple,Green,Club,26,2024-04-06,yes,plain
Shiv VipulBhai,3,Purple,White,White,Diamond,10,2024-03-30,yes,micro
MRP MukeshBhai,3,Ruby,Green,Purple,Round,6,2024-01-09,no,micro
SanjayBhai,5,White,Ruby,White,Star,18,2024-06-30,yes,micro
MRP MukeshBhai,1,Blue,White,Green,Round,10,2023-08-23,no,plain
SanjayBhai,3,Pink,Pink,Green,Marquise,22,2024-06-27,yes,plain
MRP MukeshBhai,3,Pink,Ruby,White,Hexagon,2,2023-06-17,yes,plain
Aditi Ornaments,5,Pink,Pink,Blue,Hexagon,2,2023-10-30,yes,micro
Aditi Ornaments,7,White,Ruby,Blue,Hexagon,2,2024-05-19,yes,plain
VirajBhai,4,Green,White,White,Club,10,2024-05-17,yes,micro
Shiv VipulBhai,7,Purple,Purple,Purple,Star,6,2023-10-13,yes,micro
Aditi Ornaments,1,Purple,White,Pink,Oval,10,2023-07-02,yes,micro
VirajBhai,7,Blue,Blue,Pink,Flower,22,2023-06-09,yes,plain
AshishBhai,2,Pink,Purple,Ruby,Oval,26,2024-07-31,yes,plain
AshishBhai,2,Blue,Green,White,Heart,10,2024-11-15,yes,plain
RakeshBhai,2,Purple,Blue,Pink,Heart,26,2024-07-24,yes,micro
VirajBhai,5,Green,Ruby,Purple,Hexagon,6,2024-07-04,yes,micro
AshishBhai,2,Green,White,Purple,Diamond,14,2023-03-27,yes,micro
AshishBhai,5,Blue,Ruby,Purple,Club,10,2023-05-09,yes,plain
Aditi Ornaments,4,Pink,White,Green,Diamond,2,2025-01-06,yes,plain
MRP MukeshBhai,2,Ruby,Green,Ruby,Round,22,2023-06-06,yes,micro
RakeshBhai,3,White,Ruby,Purple,Heart,18,2024-10-12,yes,plain
RakeshBhai,1,Blue,Purple,Purple,Marquise,18,2024-05-15,no,plain
SanjayBhai,2,Blue,Pink,Green,Club,22,2025-02-09,yes,micro
Aditi Ornaments,4,Green,Ruby,Green,Club,22,2024-05-26,yes,micro
Shiv VipulBhai,1,Ruby,Green,Purple,Round,14,2024-04-24,yes,micro
MRP MukeshBhai,7,Blue,White,Blue,Star,18,2024-07-22,yes,plain
VirajBhai,4,Green,Purple,Purple,Club,6,2024-07-24,yes,micro
SanjayBhai,1,Purple,Ruby,Pink,Oval,2,2024-03-18,yes,plain
MRP MukeshBhai,3,Purple,Ruby,Blue,Marquise,2,2023-06-06,no,plain
MRP MukeshBhai,6,Pink,Pink,White,Square,6,2024-03-22,yes,micro
AshishBhai,2,Purple,Pink,White,Heart,14,2024-05-18,yes,micro
MRP MukeshBhai,4,Purple,Ruby,Blue,Flower,2,2024-05-19,no,micro
RakeshBhai,2,Green,Ruby,Purple,Square,10,2024-07-20,yes,plain
VirajBhai,6,Green,White,Blue,Heart,14,2023-05-12,yes,plain
Shiv VipulBhai,2,Blue,Pink,Green,Marquise,26,2023-10-15,yes,micro
MRP MukeshBhai,2,Green,White,White,Marquise,26,2024-04-22,yes,plain
SanjayBhai,4,White,Purple,Purple,Square,2,2023-05-23,yes,micro
Shiv VipulBhai,7,Blue,Purple,White,Star,22,2025-03-09,yes,plain
VirajBhai,4,White,Blue,Purple,Hexagon,2,2023-04-01,yes,plain
SanjayBhai,1,Purple,Pink,Purple,Oval,26,2023-04-08,yes,micro
RakeshBhai,2,Blue,Blue,Ruby,Square,26,2024-02-29,no,plain
AshishBhai,2,Green,Green,Pink,Diamond,14,2023-08-28,yes,micro
RakeshBhai,5,White,Green,Green,Heart,26,2023-05-11,no,plain
Aditi Ornaments,7,Ruby,Blue,White,Hexagon,2,2024-12-08,yes,micro
AshishBhai,3,Purple,Blue,Purple,Club,14,2024-02-22,yes,plain
SanjayBhai,3,Pink,Pink,Blue,Star,26,2024-05-06,yes,plain
VirajBhai,5,Ruby,Pink,Pink,Diamond,14,2024-08-17,yes,micro
RakeshBhai,5,Blue,Pink,White,Club,6,2025-03-08,yes,plain
RakeshBhai,6,Green,Ruby,Blue,Star,22,2024-02-24,no,plain
MRP MukeshBhai,5,White,Purple,Pink,Square,18,2024-05-16,yes,micro
MRP MukeshBhai,2,Purple,Green,Ruby,Oval,26,2023-05-27,yes,micro
VirajBhai,8,White,White,Blue,Hexagon,6,2024-04-06,yes,plain
SanjayBhai,6,Purple,Blue,Ruby,Club,22,2024-12-04,yes,micro
VirajBhai,4,Purple,Pink,Ruby,Club,26,2023-11-03,yes,micro
AshishBhai,8,Ruby,Blue,Blue,Flower,22,2024-09-23,yes,micro
Shiv VipulBhai,3,Ruby,Pink,Green,Club,2,2024-01-30,no,micro
AshishBhai,3,Purple,Pink,Blue,Club,22,2024-10-27,yes,plain
RakeshBhai,3,Purple,Blue,Blue,Marquise,26,2024-01-20,yes,micro
MRP MukeshBhai,6,Green,Ruby,Ruby,Flower,2,2024-03-16,no,micro
SanjayBhai,3,Pink,Blue,Blue,Hexagon,26,2023-11-21,yes,plain
Aditi Ornaments,6,Blue,Blue,Purple,Star,26,2025-01-15,yes,plain
VirajBhai,2,Ruby,White,Ruby,Oval,14,2024-02-06,yes,plain
Shiv VipulBhai,6,White,Green,White,Club,14,2023-10-15,yes,micro
SanjayBhai,4,Green,Blue,Ruby,Star,26,2024-06-12,yes,plain
VirajBhai,3,Purple,White,White,Round,2,2023-10-07,yes,micro
Shiv VipulBhai,3,White,Green,Green,Club,18,2024-11-08,yes,micro
SanjayBhai,2,Blue,Blue,Green,Club,14,2024-11-11,yes,plain
VirajBhai,5,Blue,Ruby,Blue,Flower,18,2024-08-26,yes,plain
Aditi Ornaments,2,Purple,Pink,Blue,Club,2,2024-12-04,yes,micro
Shiv VipulBhai,3,White,Purple,White,Round,2,2025-01-03,yes,plain
VirajBhai,1,Blue,Blue,Purple,Round,18,2024-04-27,yes,plain
AshishBhai,6,Green,Green,Purple,Heart,26,2025-01-16,yes,plain
RakeshBhai,7,Ruby,Blue,Green,Flower,18,2024-05-21,yes,micro
MRP MukeshBhai,5,Green,Green,Ruby,Star,10,2024-02-04,yes,micro
Shiv VipulBhai,6,Purple,Blue,Purple,Heart,2,2024-06-12,no,micro
VirajBhai,4,Purple,Purple,Green,Flower,18,2024-12-06,yes,plain
RakeshBhai,2,Blue,Purple,Blue,Round,22,2023-09-04,yes,plain
RakeshBhai,8,White,Pink,Green,Hexagon,6,2025-03-13,yes,plain
MRP MukeshBhai,2,Ruby,Green,Pink,Oval,2,2023-11-06,yes,micro
MRP MukeshBhai,4,Purple,Purple,White,Flower,6,2024-06-16,no,micro
RakeshBhai,3,Purple,Purple,Purple,Diamond,14,2024-05-31,no,plain
Shiv VipulBhai,3,Purple,Purple,Pink,Square,18,2025-03-06,no,plain
AshishBhai,2,Pink,Pink,Ruby,Round,18,2023-09-18,yes,plain
SanjayBhai,8,Pink,White,Green,Hexagon,22,2023-10-02,yes,micro
RakeshBhai,5,White,Green,Ruby,Club,26,2023-10-09,yes,plain
Aditi Ornaments,3,Blue,Ruby,Pink,Round,18,2024-08-17,yes,plain
Shiv VipulBhai,4,Green,Green,Purple,Hexagon,14,2023-11-11,yes,plain
VirajBhai,3,Ruby,Ruby,Pink,Oval,14,2023-09-12,yes,plain
RakeshBhai,5,White,Ruby,Green,Club,26,2023-10-24,yes,micro
VirajBhai,6,Blue,Blue,Blue,Heart,10,2025-02-24,no,micro
RakeshBhai,2,Blue,Pink,Green,Round,10,2024-08-04,yes,micro
MRP MukeshBhai,4,Ruby,Purple,Ruby,Hexagon,14,2024-12-28,no,micro
SanjayBhai,2,Blue,Blue,Ruby,Oval,26,2024-01-14,yes,plain
Shiv VipulBhai,3,White,Purple,Purple,Oval,22,2024-05-08,yes,micro
Shiv VipulBhai,2,Pink,Pink,White,Diamond,10,2024-05-24,yes,micro
AshishBhai,1,Blue,Green,Purple,Marquise,14,2023-07-20,yes,micro
Shiv VipulBhai,3,Blue,Ruby,Purple,Diamond,14,2024-07-22,no,micro
AshishBhai,2,White,White,Ruby,Diamond,10,2024-12-20,yes,plain
AshishBhai,6,Blue,Pink,Green,Hexagon,6,2024-11-02,yes,micro
RakeshBhai,1,Blue,Pink,White,Round,10,2023-09-01,yes,plain
MRP MukeshBhai,3,Blue,Ruby,Green,Oval,2,2024-09-06,yes,micro
Aditi Ornaments,3,Blue,Purple,White,Star,26,2023-06-01,yes,micro
VirajBhai,3,Blue,White,Blue,Round,6,2024-05-05,yes,plain
Shiv VipulBhai,7,White,Blue,Green,Hexagon,22,2024-10-26,yes,micro
MRP MukeshBhai,2,White,White,Green,Club,2,2024-03-14,yes,micro
SanjayBhai,3,Ruby,Purple,Blue,Star,26,2024-09-21,yes,plain
MRP MukeshBhai,6,Purple,Green,Pink,Heart,10,2024-08-19,yes,micro
RakeshBhai,5,White,Ruby,Purple,Flower,22,2023-12-06,yes,plain
Shiv VipulBhai,3,Purple,Green,Blue,Marquise,6,2024-06-05,yes,micro
SanjayBhai,8,Green,Pink,Purple,Flower,26,2024-06-22,yes,plain
MRP MukeshBhai,4,Purple,Green,Purple,Heart,26,2023-09-21,yes,micro
VirajBhai,3,Pink,Green,Pink,Star,22,2024-01-19,yes,micro
Shiv VipulBhai,4,Ruby,White,Ruby,Star,10,2024-05-08,yes,plain
SanjayBhai,2,Purple,Pink,Green,Oval,2,2023-03-24,no,plain
MRP MukeshBhai,6,Purple,Green,Pink,Star,14,2023-04-08,no,micro
VirajBhai,8,Blue,Purple,Blue,Flower,22,2023-10-07,yes,micro
Aditi Ornaments,5,White,Purple,Pink,Heart,22,2024-05-22,yes,plain
VirajBhai,7,Green,Purple,Pink,Hexagon,26,2024-06-29,no,plain
AshishBhai,4,Pink,Ruby,Ruby,Star,14,2023-11-26,yes,micro
Shiv VipulBhai,3,White,Blue,Pink,Star,10,2023-05-07,yes,plain
SanjayBhai,5,Green,Green,White,Flower,2,2024-09-07,yes,plain
Aditi Ornaments,3,Green,White,Ruby,Square,14,2024-02-07,yes,micro
Shiv VipulBhai,1,Green,Purple,Purple,Round,2,2023-12-23,no,micro
AshishBhai,7,Ruby,Purple,Ruby,Flower,14,2023-07-20,yes,plain
MRP MukeshBhai,3,Pink,Blue,Ruby,Hexagon,10,2024-06-17,yes,plain
Aditi Ornaments,2,Ruby,Pink,Ruby,Round,10,2023-06-27,yes,plain
VirajBhai,5,Blue,Pink,Blue,Heart,14,2024-08-07,yes,plain
Shiv VipulBhai,4,Pink,Green,Ruby,Square,22,2023-05-24,yes,plain
MRP MukeshBhai,2,Green,Purple,Green,Heart,6,2024-12-07,yes,plain
VirajBhai,5,Pink,Green,Ruby,Flower,2,2023-07-02,yes,micro
Aditi Ornaments,3,Ruby,Blue,White,Square,14,2024-12-18,yes,plain
VirajBhai,2,Ruby,Blue,Ruby,Marquise,2,2023-05-26,yes,plain
Aditi Ornaments,4,Blue,Green,White,Flower,2,2024-02-25,yes,micro
SanjayBhai,3,Purple,Ruby,Ruby,Oval,26,2024-02-03,yes,micro
Aditi Ornaments,7,Purple,Blue,Green,Star,6,2023-12-13,yes,micro
MRP MukeshBhai,6,Blue,Blue,Ruby,Hexagon,18,2023-09-29,yes,micro
MRP MukeshBhai,8,Ruby,White,White,Star,10,2024-03-22,yes,plain
VirajBhai,6,Purple,Pink,Ruby,Club,22,2025-01-18,yes,micro
Aditi Ornaments,6,Purple,Blue,Ruby,Diamond,26,2023-10-11,yes,plain
VirajBhai,6,Green,White,Purple,Diamond,14,2024-05-25,yes,plain
Aditi Ornaments,1,White,Pink,Green,Marquise,26,2025-02-22,yes,micro
AshishBhai,5,Purple,Pink,Pink,Club,2,2023-04-21,yes,micro
VirajBhai,5,Pink,Purple,Ruby,Hexagon,22,2023-07-27,yes,plain
VirajBhai,5,White,Purple,White,Hexagon,18,2024-05-14,yes,micro
Shiv VipulBhai,5,Green,White,Purple,Club,18,2023-09-02,yes,micro
Aditi Ornaments,2,Blue,Ruby,Blue,Round,6,2025-01-13,yes,micro
RakeshBhai,2,Pink,Pink,Green,Heart,14,2023-08-13,no,micro
MRP MukeshBhai,3,Purple,Purple,Blue,Round,6,2025-01-17,yes,plain
RakeshBhai,5,Blue,Purple,White,Hexagon,22,2024-11-25,yes,micro
VirajBhai,1,Ruby,Pink,White,Marquise,26,2024-08-07,yes,plain
Aditi Ornaments,8,White,Green,Blue,Hexagon,14,2023-12-26,yes,plain
Aditi Ornaments,3,Pink,Blue,Pink,Star,2,2024-04-15,yes,micro
AshishBhai,8,Ruby,Green,Pink,Hexagon,22,2024-12-31,yes,micro
Aditi Ornaments,3,Green,Pink,Blue,Oval,22,2023-05-06,yes,micro
SanjayBhai,2,Purple,Ruby,Ruby,Oval,18,2024-05-18,yes,micro
VirajBhai,6,Purple,Purple,Green,Star,22,2025-01-05,yes,micro
VirajBhai,4,Blue,Green,Pink,Hexagon,10,2024-10-12,yes,micro
MRP MukeshBhai,4,White,Purple,Green,Flower,2,2024-09-27,yes,micro
Shiv VipulBhai,6,White,Ruby,Pink,Club,18,2025-01-01,yes,plain
AshishBhai,3,Green,Green,Blue,Diamond,18,2024-08-17,yes,plain
VirajBhai,5,Green,White,Green,Heart,18,2024-09-10,yes,micro
SanjayBhai,1,Ruby,Blue,Green,Marquise,14,2023-04-22,yes,plain
AshishBhai,3,Purple,Purple,Pink,Oval,6,2023-10-31,yes,micro
RakeshBhai,3,Green,Purple,Blue,Flower,6,2024-01-23,yes,micro
SanjayBhai,3,Green,Pink,White,Square,22,2024-02-01,yes,micro
SanjayBhai,5,Blue,Green,White,Club,10,2024-11-04,yes,micro
MRP MukeshBhai,3,Green,Pink,Purple,Oval,6,2023-07-06,yes,plain
Shiv VipulBhai,5,Blue,White,Ruby,Square,18,2025-02-02,yes,plain
AshishBhai,5,Green,Blue,Pink,Square,6,2023-05-09,yes,plain
AshishBhai,3,Purple,Pink,White,Hexagon,2,2024-03-03,yes,plain
Shiv VipulBhai,3,Ruby,Blue,Ruby,Square,6,2023-09-07,no,plain
MRP MukeshBhai,4,Ruby,White,White,Square,6,2024-01-19,no,plain
AshishBhai,6,Ruby,Green,Green,Heart,14,2024-03-12,no,micro
VirajBhai,4,Green,Ruby,White,Diamond,6,2023-09-08,yes,micro
MRP MukeshBhai,4,Ruby,Ruby,Purple,Heart,26,2023-10-17,yes,plain
VirajBhai,4,Pink,Pink,Green,Flower,26,2024-05-28,yes,plain
MRP MukeshBhai,7,Ruby,Green,Purple,Flower,26,2024-12-19,yes,micro
VirajBhai,4,Pink,Ruby,Blue,Diamond,26,2023-12-04,yes,micro
SanjayBhai,7,White,Ruby,Purple,Hexagon,10,2023-12-31,yes,plain
RakeshBhai,8,Green,Purple,Ruby,Star,18,2023-12-21,yes,plain
Aditi Ornaments,3,Green,Pink,Purple,Heart,10,2024-11-25,yes,plain
Shiv VipulBhai,8,White,Pink,White,Flower,2,2023-05-05,yes,plain
VirajBhai,4,Purple,Green,Blue,Heart,2,2024-01-11,yes,micro
SanjayBhai,3,Purple,White,Pink,Flower,14,2025-03-04,no,plain
MRP MukeshBhai,2,Pink,White,Ruby,Round,22,2024-02-12,yes,micro
AshishBhai,4,Ruby,Green,Purple,Hexagon,22,2025-03-13,yes,micro
MRP MukeshBhai,4,Pink,Blue,Blue,Square,14,2023-08-28,yes,plain
RakeshBhai,2,White,Ruby,Ruby,Heart,26,2023-05-13,yes,plain
RakeshBhai,1,Pink,Blue,White,Oval,10,2024-08-03,yes,micro
Aditi Ornaments,5,Purple,Purple,Pink,Hexagon,26,2024-02-18,yes,plain
SanjayBhai,4,Purple,Blue,Blue,Diamond,6,2023-11-28,yes,plain
Aditi Ornaments,5,Ruby,White,Ruby,Flower,18,2023-04-14,yes,micro
VirajBhai,8,White,Purple,Pink,Flower,26,2025-02-10,yes,plain
AshishBhai,7,Green,White,Ruby,Flower,6,2023-11-11,yes,plain
SanjayBhai,3,Green,Ruby,Purple,Round,10,2024-08-16,yes,plain
VirajBhai,3,Pink,Blue,White,Marquise,6,2024-01-20,yes,plain
MRP MukeshBhai,3,Blue,Blue,Ruby,Round,14,2024-01-27,yes,plain
RakeshBhai,7,Ruby,White,Ruby,Hexagon,2,2023-08-03,no,plain
VirajBhai,6,Blue,Purple,White,Flower,22,2024-12-17,yes,micro
VirajBhai,2,Ruby,Ruby,Purple,Heart,18,2023-11-27,yes,micro
MRP MukeshBhai,6,Purple,Blue,Pink,Star,26,2023-12-30,yes,micro
MRP MukeshBhai,3,Blue,Green,Ruby,Oval,14,2025-01-18,yes,plain
VirajBhai,1,Ruby,Ruby,Pink,Marquise,26,2024-11-27,yes,plain
AshishBhai,2,Green,Purple,Pink,Heart,22,2024-08-19,yes,micro
VirajBhai,7,Purple,Ruby,Blue,Flower,26,2023-11-30,yes,micro
SanjayBhai,4,White,Pink,Pink,Diamond,18,2024-07-20,yes,micro
SanjayBhai,4,Pink,Purple,Green,Heart,26,2025-01-30,yes,micro
VirajBhai,7,Purple,Blue,Purple,Star,10,2023-11-14,yes,micro
Shiv VipulBhai,3,White,Pink,Blue,Round,22,2023-05-13,no,plain
RakeshBhai,3,Green,Blue,Pink,Heart,6,2024-01-05,no,micro
VirajBhai,5,Ruby,Ruby,White,Square,18,2024-03-03,yes,micro
Shiv VipulBhai,2,Green,Green,Ruby,Marquise,18,2024-10-30,yes,plain
RakeshBhai,2,Pink,Blue,Green,Oval,2,2024-04-01,yes,plain
MRP MukeshBhai,2,White,Green,Green,Club,10,2024-07-17,yes,plain
AshishBhai,5,Green,Green,Green,Diamond,2,2024-03-02,no,micro
RakeshBhai,3,Green,Pink,Pink,Flower,18,2023-10-19,yes,plain
RakeshBhai,8,Ruby,Purple,Ruby,Flower,14,2024-10-19,yes,micro
Shiv VipulBhai,4,White,Green,Green,Heart,14,2024-02-24,no,plain
Shiv VipulBhai,3,Ruby,Ruby,Blue,Square,26,2024-03-19,yes,micro
AshishBhai,4,Pink,Purple,Pink,Hexagon,18,2023-04-29,yes,micro
VirajBhai,6,Purple,Ruby,Green,Club,2,2023-08-04,yes,plain
RakeshBhai,1,Ruby,Ruby,White,Round,14,2023-04-11,yes,micro
Aditi Ornaments,6,Pink,Pink,Ruby,Square,14,2023-08-28,yes,micro
SanjayBhai,5,Pink,Ruby,Blue,Flower,6,2024-08-24,yes,plain
Shiv VipulBhai,3,Green,Blue,White,Round,2,2023-09-16,yes,micro
RakeshBhai,3,Ruby,White,Blue,Round,2,2023-05-26,yes,micro
Shiv VipulBhai,3,Ruby,Blue,Pink,Round,14,2023-12-27,no,plain
VirajBhai,6,Pink,Pink,White,Club,26,2024-07-10,yes,micro
Aditi Ornaments,5,White,Purple,Pink,Diamond,14,2024-03-03,yes,plain
Shiv VipulBhai,2,Ruby,Ruby,White,Marquise,18,2024-07-20,no,plain
MRP MukeshBhai,2,Pink,Ruby,White,Club,26,2023-11-28,yes,plain
Aditi Ornaments,7,White,Green,Blue,Star,18,2024-05-30,yes,plain
RakeshBhai,3,White,Purple,Green,Flower,18,2023-12-11,yes,micro
Shiv VipulBhai,5,Green,Blue,Ruby,Star,14,2024-11-27,yes,plain
AshishBhai,7,White,Purple,White,Hexagon,10,2023-03-25,yes,plain
Shiv VipulBhai,2,Purple,Green,Purple,Square,2,2024-09-06,yes,plain
RakeshBhai,2,White,Ruby,Blue,Marquise,14,2023-03-21,yes,plain
AshishBhai,1,White,Pink,Green,Oval,10,2024-08-08,yes,plain
Shiv VipulBhai,3,Ruby,Ruby,Pink,Heart,26,2024-08-09,yes,micro
Shiv VipulBhai,8,Purple,Green,Green,Star,26,2025-02-17,yes,micro
Shiv VipulBhai,1,White,Pink,White,Marquise,10,2023-05-27,no,micro
SanjayBhai,7,Blue,Blue,Ruby,Hexagon,22,2023-03-25,yes,micro
MRP MukeshBhai,6,Ruby,Green,Ruby,Club,10,2024-11-30,yes,plain
RakeshBhai,3,Pink,Green,Pink,Round,14,2024-04-20,yes,micro
SanjayBhai,4,Purple,Ruby,Pink,Star,18,2025-01-04,yes,plain
Shiv VipulBhai,3,White,White,Blue,Oval,18,2024-06-30,yes,micro
RakeshBhai,3,Purple,Blue,Pink,Heart,22,2024-02-26,yes,plain
Shiv VipulBhai,2,White,Ruby,White,Round,14,2024-10-10,no,micro
MRP MukeshBhai,4,White,Blue,White,Hexagon,2,2024-02-08,yes,micro
SanjayBhai,2,White,White,Pink,Round,22,2023-06-06,yes,micro
SanjayBhai,5,Purple,Ruby,Pink,Diamond,2,2023-03-21,no,plain
AshishBhai,3,Ruby,Ruby,Purple,Round,26,2024-05-14,yes,plain
AshishBhai,5,White,Green,Blue,Club,6,2024-05-22,no,plain
Aditi Ornaments,3,Purple,Green,Pink,Diamond,14,2024-09-04,no,micro
VirajBhai,5,Blue,Pink,Green,Square,6,2023-07-30,yes,plain
Shiv VipulBhai,4,White,Green,Ruby,Square,2,2024-12-03,no,micro
VirajBhai,6,Purple,White,Green,Diamond,6,2024-06-03,yes,micro
Aditi Ornaments,5,Ruby,Blue,Purple,Club,10,2024-08-09,yes,plain
RakeshBhai,4,Ruby,Ruby,Green,Flower,6,2025-02-12,no,micro
Shiv VipulBhai,5,Green,Purple,Green,Club,2,2024-07-07,yes,micro
MRP MukeshBhai,8,Blue,White,Ruby,Flower,2,2024-08-29,yes,micro
AshishBhai,3,Ruby,Pink,Ruby,Round,14,2023-12-18,yes,plain
MRP MukeshBhai,4,Purple,Purple,Green,Flower,2,2023-10-11,no,micro
SanjayBhai,6,Blue,Blue,White,Hexagon,6,2023-04-04,yes,plain
AshishBhai,6,Ruby,Blue,Purple,Star,26,2024-08-12,yes,micro
Aditi Ornaments,2,Ruby,White,White,Club,26,2025-01-11,yes,plain
Shiv VipulBhai,6,Blue,Pink,Blue,Square,22,2024-08-12,no,micro
Aditi Ornaments,5,Ruby,Ruby,Ruby,Star,6,2024-10-23,yes,plain
Aditi Ornaments,4,Green,White,Ruby,Star,10,2023-11-10,yes,micro
Aditi Ornaments,8,Blue,Blue,Ruby,Hexagon,26,2025-01-14,yes,plain
Aditi Ornaments,2,Pink,Pink,Pink,Round,18,2025-01-27,yes,plain
SanjayBhai,3,Pink,White,Purple,Marquise,14,2024-05-23,yes,micro
VirajBhai,6,Purple,Green,Purple,Heart,6,2024-05-28,no,micro
SanjayBhai,3,Pink,Green,Pink,Heart,14,2024-02-11,yes,plain
SanjayBhai,6,White,White,Blue,Square,2,2024-01-29,yes,plain
VirajBhai,6,Purple,Ruby,Ruby,Hexagon,10,2023-11-20,no,micro
SanjayBhai,3,Blue,Pink,Purple,Hexagon,6,2024-03-23,yes,micro
Shiv VipulBhai,7,Blue,Purple,Pink,Star,14,2024-02-11,yes,plain
AshishBhai,4,White,Green,Purple,Diamond,22,2024-06-24,yes,plain
Aditi Ornaments,7,Ruby,Pink,Ruby,Star,2,2023-11-25,yes,plain
Aditi Ornaments,4,White,Blue,Pink,Star,10,2025-01-23,yes,micro
AshishBhai,5,Blue,White,Pink,Heart,18,2024-12-10,yes,plain
RakeshBhai,3,Purple,Green,Purple,Star,6,2024-04-05,no,micro
MRP MukeshBhai,5,Pink,Green,White,Star,14,2023-05-12,no,micro
Aditi Ornaments,4,Green,Purple,Blue,Star,2,2025-02-26,yes,plain
Aditi Ornaments,4,Ruby,Blue,Ruby,Club,22,2025-01-24,yes,micro
MRP MukeshBhai,5,Purple,Purple,Purple,Hexagon,10,2024-02-20,no,micro
MRP MukeshBhai,4,Blue,Purple,Blue,Heart,10,2023-11-29,yes,micro
RakeshBhai,5,White,Green,Purple,Hexagon,22,2024-10-23,yes,micro
Shiv VipulBhai,3,White,Ruby,Pink,Club,10,2023-10-28,yes,plain
AshishBhai,2,Ruby,Blue,Ruby,Marquise,26,2024-02-03,yes,plain
AshishBhai,2,Blue,Pink,Pink,Square,26,2024-03-19,yes,plain
Aditi Ornaments,3,Pink,Pink,Purple,Round,18,2024-11-28,yes,plain
MRP MukeshBhai,2,Pink,Green,White,Round,18,2024-09-09,yes,micro
RakeshBhai,1,White,Blue,Purple,Round,26,2023-12-22,no,micro
AshishBhai,2,Pink,Ruby,White,Marquise,22,2023-09-29,yes,micro
AshishBhai,3,Purple,Pink,Pink,Diamond,18,2025-01-16,yes,plain
RakeshBhai,3,Pink,Blue,White,Flower,6,2024-07-15,no,plain
VirajBhai,7,Pink,Green,Blue,Flower,26,2024-11-10,yes,micro
Aditi Ornaments,1,Purple,Ruby,White,Round,14,2025-02-25,yes,micro
MRP MukeshBhai,6,Ruby,Ruby,Green,Square,26,2024-01-02,yes,micro
Aditi Ornaments,3,Ruby,Blue,Blue,Club,6,2024-08-06,yes,micro
Shiv VipulBhai,6,Pink,Green,Blue,Diamond,10,2024-10-01,yes,plain
MRP MukeshBhai,1,Pink,Green,Ruby,Oval,10,2024-01-13,yes,plain
VirajBhai,2,Pink,Ruby,Green,Marquise,26,2025-01-22,yes,plain
MRP MukeshBhai,5,Ruby,Green,Blue,Star,2,2025-01-20,no,micro
SanjayBhai,3,Ruby,Pink,Pink,Square,22,2023-07-14,yes,plain
RakeshBhai,6,Pink,White,Green,Star,22,2023-07-05,yes,micro
Aditi Ornaments,2,Blue,Green,Purple,Marquise,10,2025-01-18,yes,plain
